Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Unit,Y2022,Y2022F
159,'566,Nigeria,1062,'0231,"Hen eggs in shell, fresh",723113,Emissions (CO2eq) (AR5),kt,672.8887,E
159,'566,Nigeria,1062,'0231,"Hen eggs in shell, fresh",5510,Production,t,663608.91,E
159,'566,Nigeria,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,6.7107,E
159,'566,Nigeria,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,2436.8276,E
159,'566,Nigeria,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",5510,Production,t,363123.09,I
160,'570,Niue,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,0,E
160,'570,Niue,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,48.0513,E
160,'570,Niue,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,0.0937,E
160,'570,Niue,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5510,Production,t,1.95,I
160,'570,Niue,882,'02211,Raw milk of cattle,71761,Emissions intensity,kg CO2eq/kg,5.1755,E
160,'570,Niue,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,0.3022,E
160,'570,Niue,882,'02211,Raw milk of cattle,5510,Production,t,58.39,I
160,'570,Niue,1058,'21121,"Meat of chickens, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,1.3893,E
160,'570,Niue,1058,'21121,"Meat of chickens, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,0.0349,E
160,'570,Niue,1058,'21121,"Meat of chickens, fresh or chilled",5510,Production,t,25.12,I
160,'570,Niue,1062,'0231,"Hen eggs in shell, fresh",71761,Emissions intensity,kg CO2eq/kg,0.1949,E
160,'570,Niue,1062,'0231,"Hen eggs in shell, fresh",723113,Emissions (CO2eq) (AR5),kt,0.0028,E
160,'570,Niue,1062,'0231,"Hen eggs in shell, fresh",5510,Production,t,14.37,I
160,'570,Niue,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,16.7722,E
160,'570,Niue,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,1.139,E
160,'570,Niue,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",5510,Production,t,67.91,I
161,'574,Norfolk Island,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,0,E
161,'574,Norfolk Island,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,0,E
154,'807,North Macedonia,1718,'F1718,Cereals excluding rice,71761,Emissions intensity,kg CO2eq/kg,0.1542,E
154,'807,North Macedonia,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,80.663,E
154,'807,North Macedonia,1718,'F1718,Cereals excluding rice,5510,Production,t,523183.15,E
154,'807,North Macedonia,27,'0113,Rice,71761,Emissions intensity,kg CO2eq/kg,1.8866,E
154,'807,North Macedonia,27,'0113,Rice,723113,Emissions (CO2eq) (AR5),kt,35.8097,E
154,'807,North Macedonia,27,'0113,Rice,5510,Production,t,18981,A
154,'807,North Macedonia,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,33.3831,E
154,'807,North Macedonia,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,147.3863,E
154,'807,North Macedonia,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5510,Production,t,4415,A
154,'807,North Macedonia,882,'02211,Raw milk of cattle,71761,Emissions intensity,kg CO2eq/kg,1.364,E
154,'807,North Macedonia,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,455.6083,E
154,'807,North Macedonia,882,'02211,Raw milk of cattle,5510,Production,t,334018.7,A
154,'807,North Macedonia,1017,'21116,"Meat of goat, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,6.5449,E
154,'807,North Macedonia,1020,'02292,Raw milk of goats,71761,Emissions intensity,kg CO2eq/kg,0.9681,E
154,'807,North Macedonia,1020,'02292,Raw milk of goats,723113,Emissions (CO2eq) (AR5),kt,13.6635,E
154,'807,North Macedonia,1020,'02292,Raw milk of goats,5510,Production,t,14113.06,A
154,'807,North Macedonia,947,'21112,"Meat of buffalo, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,1.4141,E
154,'807,North Macedonia,977,'21115,"Meat of sheep, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,14.7161,E
154,'807,North Macedonia,977,'21115,"Meat of sheep, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,58.7468,E
154,'807,North Macedonia,977,'21115,"Meat of sheep, fresh or chilled",5510,Production,t,3992,A
154,'807,North Macedonia,982,'02291,Raw milk of sheep,71761,Emissions intensity,kg CO2eq/kg,3.7763,E
154,'807,North Macedonia,982,'02291,Raw milk of sheep,723113,Emissions (CO2eq) (AR5),kt,150.4283,E
154,'807,North Macedonia,982,'02291,Raw milk of sheep,5510,Production,t,39835.25,A
154,'807,North Macedonia,1058,'21121,"Meat of chickens, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,0.8315,E
154,'807,North Macedonia,1058,'21121,"Meat of chickens, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,1.6147,E
154,'807,North Macedonia,1058,'21121,"Meat of chickens, fresh or chilled",5510,Production,t,1942,A
154,'807,North Macedonia,1062,'0231,"Hen eggs in shell, fresh",71761,Emissions intensity,kg CO2eq/kg,1.5261,E
154,'807,North Macedonia,1062,'0231,"Hen eggs in shell, fresh",723113,Emissions (CO2eq) (AR5),kt,11.0965,E
154,'807,North Macedonia,1062,'0231,"Hen eggs in shell, fresh",5510,Production,t,7271.35,E
154,'807,North Macedonia,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,3.9214,E
154,'807,North Macedonia,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,52.9115,E
154,'807,North Macedonia,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",5510,Production,t,13493,A
162,'578,Norway,1718,'F1718,Cereals excluding rice,71761,Emissions intensity,kg CO2eq/kg,0.1995,E
162,'578,Norway,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,264.3423,E
162,'578,Norway,1718,'F1718,Cereals excluding rice,5510,Production,t,1325000,E
162,'578,Norway,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,16.3718,E
162,'578,Norway,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,1511.3001,E
162,'578,Norway,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5510,Production,t,92311,A
162,'578,Norway,882,'02211,Raw milk of cattle,71761,Emissions intensity,kg CO2eq/kg,0.6518,E
162,'578,Norway,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,973.8506,E
162,'578,Norway,882,'02211,Raw milk of cattle,5510,Production,t,1494018,A
162,'578,Norway,1017,'21116,"Meat of goat, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,27.3965,E
162,'578,Norway,1017,'21116,"Meat of goat, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,9.2874,E
162,'578,Norway,1017,'21116,"Meat of goat, fresh or chilled",5510,Production,t,339,A
162,'578,Norway,1020,'02292,Raw milk of goats,71761,Emissions intensity,kg CO2eq/kg,0.4383,E
162,'578,Norway,1020,'02292,Raw milk of goats,723113,Emissions (CO2eq) (AR5),kt,8.4317,E
162,'578,Norway,1020,'02292,Raw milk of goats,5510,Production,t,19238,A
162,'578,Norway,977,'21115,"Meat of sheep, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,31.049,E
162,'578,Norway,977,'21115,"Meat of sheep, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,729.0298,E
162,'578,Norway,977,'21115,"Meat of sheep, fresh or chilled",5510,Production,t,23480,A
162,'578,Norway,1058,'21121,"Meat of chickens, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,0.3783,E
162,'578,Norway,1058,'21121,"Meat of chickens, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,39.9485,E
162,'578,Norway,1058,'21121,"Meat of chickens, fresh or chilled",5510,Production,t,105614,A
162,'578,Norway,1062,'0231,"Hen eggs in shell, fresh",71761,Emissions intensity,kg CO2eq/kg,0.6415,E
162,'578,Norway,1062,'0231,"Hen eggs in shell, fresh",723113,Emissions (CO2eq) (AR5),kt,47.488,E
162,'578,Norway,1062,'0231,"Hen eggs in shell, fresh",5510,Production,t,74028,A
162,'578,Norway,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,1.6905,E
162,'578,Norway,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,224.1698,E
162,'578,Norway,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",5510,Production,t,132606,A
221,'512,Oman,1718,'F1718,Cereals excluding rice,71761,Emissions intensity,kg CO2eq/kg,0.2293,E
221,'512,Oman,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,47.5693,E
221,'512,Oman,1718,'F1718,Cereals excluding rice,5510,Production,t,207445,E
221,'512,Oman,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,26.3502,E
221,'512,Oman,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,403.5784,E
221,'512,Oman,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5510,Production,t,15315.96,I
221,'512,Oman,882,'02211,Raw milk of cattle,71761,Emissions intensity,kg CO2eq/kg,1.2016,E
221,'512,Oman,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,269.1215,E
221,'512,Oman,882,'02211,Raw milk of cattle,5510,Production,t,223971.6,A
221,'512,Oman,1017,'21116,"Meat of goat, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,12.9433,E
221,'512,Oman,1017,'21116,"Meat of goat, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,228.1421,E
221,'512,Oman,1017,'21116,"Meat of goat, fresh or chilled",5510,Production,t,17626.31,I
221,'512,Oman,1020,'02292,Raw milk of goats,71761,Emissions intensity,kg CO2eq/kg,3.0665,E
221,'512,Oman,1020,'02292,Raw milk of goats,723113,Emissions (CO2eq) (AR5),kt,357.9218,E
221,'512,Oman,1020,'02292,Raw milk of goats,5510,Production,t,116719.32,I
221,'512,Oman,977,'21115,"Meat of sheep, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,1.0936,E
221,'512,Oman,977,'21115,"Meat of sheep, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,36.3169,E
221,'512,Oman,977,'21115,"Meat of sheep, fresh or chilled",5510,Production,t,33209.47,I
221,'512,Oman,982,'02291,Raw milk of sheep,71761,Emissions intensity,kg CO2eq/kg,4.5743,E
221,'512,Oman,982,'02291,Raw milk of sheep,723113,Emissions (CO2eq) (AR5),kt,105.5573,E
221,'512,Oman,982,'02291,Raw milk of sheep,5510,Production,t,23076.3,I
221,'512,Oman,1058,'21121,"Meat of chickens, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,2.0335,E
221,'512,Oman,1058,'21121,"Meat of chickens, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,13.8417,E
221,'512,Oman,1058,'21121,"Meat of chickens, fresh or chilled",5510,Production,t,6806.67,I
221,'512,Oman,1062,'0231,"Hen eggs in shell, fresh",71761,Emissions intensity,kg CO2eq/kg,0.2785,E
221,'512,Oman,1062,'0231,"Hen eggs in shell, fresh",723113,Emissions (CO2eq) (AR5),kt,8.7301,E
221,'512,Oman,1062,'0231,"Hen eggs in shell, fresh",5510,Production,t,31350,A
165,'586,Pakistan,1718,'F1718,Cereals excluding rice,71761,Emissions intensity,kg CO2eq/kg,0.3215,E
165,'586,Pakistan,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,11812.0401,E
165,'586,Pakistan,1718,'F1718,Cereals excluding rice,5510,Production,t,36734848,E
165,'586,Pakistan,27,'0113,Rice,71761,Emissions intensity,kg CO2eq/kg,1.2533,E
165,'586,Pakistan,27,'0113,Rice,723113,Emissions (CO2eq) (AR5),kt,13765.3747,E
165,'586,Pakistan,27,'0113,Rice,5510,Production,t,10983081,A
165,'586,Pakistan,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,26.8406,E
165,'586,Pakistan,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,34060.687,E
165,'586,Pakistan,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5510,Production,t,1269000,A
165,'586,Pakistan,882,'02211,Raw milk of cattle,71761,Emissions intensity,kg CO2eq/kg,1.4134,E
165,'586,Pakistan,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,32544.1735,E
165,'586,Pakistan,882,'02211,Raw milk of cattle,5510,Production,t,23026100,A
165,'586,Pakistan,1017,'21116,"Meat of goat, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,33.3243,E
165,'586,Pakistan,1017,'21116,"Meat of goat, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,17728.5523,E
165,'586,Pakistan,1017,'21116,"Meat of goat, fresh or chilled",5510,Production,t,532000,A
165,'586,Pakistan,1020,'02292,Raw milk of goats,71761,Emissions intensity,kg CO2eq/kg,1.658,E
165,'586,Pakistan,1020,'02292,Raw milk of goats,723113,Emissions (CO2eq) (AR5),kt,1687.8732,E
165,'586,Pakistan,1020,'02292,Raw milk of goats,5510,Production,t,1018000,A
165,'586,Pakistan,947,'21112,"Meat of buffalo, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,43.9539,E
165,'586,Pakistan,947,'21112,"Meat of buffalo, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,52085.3465,E
165,'586,Pakistan,947,'21112,"Meat of buffalo, fresh or chilled",5510,Production,t,1185000,A
165,'586,Pakistan,951,'02212,Raw milk of buffalo,71761,Emissions intensity,kg CO2eq/kg,0.8291,E
165,'586,Pakistan,951,'02212,Raw milk of buffalo,723113,Emissions (CO2eq) (AR5),kt,31112.532,E
165,'586,Pakistan,951,'02212,Raw milk of buffalo,5510,Production,t,37527850,A
165,'586,Pakistan,977,'21115,"Meat of sheep, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,27.3262,E
165,'586,Pakistan,977,'21115,"Meat of sheep, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,6831.5475,E
165,'586,Pakistan,977,'21115,"Meat of sheep, fresh or chilled",5510,Production,t,250000,A
165,'586,Pakistan,982,'02291,Raw milk of sheep,71761,Emissions intensity,kg CO2eq/kg,4.3355,E
165,'586,Pakistan,982,'02291,Raw milk of sheep,723113,Emissions (CO2eq) (AR5),kt,182.0927,E
165,'586,Pakistan,982,'02291,Raw milk of sheep,5510,Production,t,42000,A
165,'586,Pakistan,1130,'02293,Raw milk of camel,71761,Emissions intensity,kg CO2eq/kg,0.6965,E
165,'586,Pakistan,1130,'02293,Raw milk of camel,723113,Emissions (CO2eq) (AR5),kt,657.501,E
165,'586,Pakistan,1130,'02293,Raw milk of camel,5510,Production,t,944000,A
165,'586,Pakistan,1058,'21121,"Meat of chickens, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,3.0631,E
165,'586,Pakistan,1058,'21121,"Meat of chickens, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,6055.721,E
165,'586,Pakistan,1058,'21121,"Meat of chickens, fresh or chilled",5510,Production,t,1977000,A
165,'586,Pakistan,1062,'0231,"Hen eggs in shell, fresh",71761,Emissions intensity,kg CO2eq/kg,0.5742,E
165,'586,Pakistan,1062,'0231,"Hen eggs in shell, fresh",723113,Emissions (CO2eq) (AR5),kt,607.5405,E
165,'586,Pakistan,1062,'0231,"Hen eggs in shell, fresh",5510,Production,t,1058064,E
180,'585,Palau,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,0.03,E
299,'275,Palestine,1718,'F1718,Cereals excluding rice,71761,Emissions intensity,kg CO2eq/kg,0.5487,E
299,'275,Palestine,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,24.3745,E
299,'275,Palestine,1718,'F1718,Cereals excluding rice,5510,Production,t,44420.06,E
299,'275,Palestine,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,3.5683,E
299,'275,Palestine,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,36.0206,E
299,'275,Palestine,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5510,Production,t,10094.59,I
299,'275,Palestine,882,'02211,Raw milk of cattle,71761,Emissions intensity,kg CO2eq/kg,0.4309,E
299,'275,Palestine,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,58.7263,E
299,'275,Palestine,882,'02211,Raw milk of cattle,5510,Production,t,136279.1,I
299,'275,Palestine,1017,'21116,"Meat of goat, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,2.4156,E
299,'275,Palestine,1017,'21116,"Meat of goat, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,12.8803,E
299,'275,Palestine,1017,'21116,"Meat of goat, fresh or chilled",5510,Production,t,5332.11,I
299,'275,Palestine,1020,'02292,Raw milk of goats,71761,Emissions intensity,kg CO2eq/kg,1.849,E
299,'275,Palestine,1020,'02292,Raw milk of goats,723113,Emissions (CO2eq) (AR5),kt,39.0271,E
299,'275,Palestine,1020,'02292,Raw milk of goats,5510,Production,t,21107.36,I
299,'275,Palestine,977,'21115,"Meat of sheep, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,4.3912,E
299,'275,Palestine,977,'21115,"Meat of sheep, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,50.4286,E
299,'275,Palestine,977,'21115,"Meat of sheep, fresh or chilled",5510,Production,t,11484.15,E
299,'275,Palestine,982,'02291,Raw milk of sheep,71761,Emissions intensity,kg CO2eq/kg,2.1706,E
299,'275,Palestine,982,'02291,Raw milk of sheep,723113,Emissions (CO2eq) (AR5),kt,116.9417,E
299,'275,Palestine,982,'02291,Raw milk of sheep,5510,Production,t,53876.26,I
299,'275,Palestine,1058,'21121,"Meat of chickens, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,0.476,E
299,'275,Palestine,1058,'21121,"Meat of chickens, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,16.3354,E
299,'275,Palestine,1058,'21121,"Meat of chickens, fresh or chilled",5510,Production,t,34318.22,I
299,'275,Palestine,1062,'0231,"Hen eggs in shell, fresh",71761,Emissions intensity,kg CO2eq/kg,0.4431,E
299,'275,Palestine,1062,'0231,"Hen eggs in shell, fresh",723113,Emissions (CO2eq) (AR5),kt,11.0853,E
299,'275,Palestine,1062,'0231,"Hen eggs in shell, fresh",5510,Production,t,25020,E
166,'591,Panama,1718,'F1718,Cereals excluding rice,71761,Emissions intensity,kg CO2eq/kg,0.5453,E
166,'591,Panama,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,68.1599,E
166,'591,Panama,1718,'F1718,Cereals excluding rice,5510,Production,t,125000,E
166,'591,Panama,27,'0113,Rice,71761,Emissions intensity,kg CO2eq/kg,0.1955,E
166,'591,Panama,27,'0113,Rice,723113,Emissions (CO2eq) (AR5),kt,76.2267,E
166,'591,Panama,27,'0113,Rice,5510,Production,t,390000,X
166,'591,Panama,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,36.2078,E
166,'591,Panama,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,2727.2692,E
166,'591,Panama,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5510,Production,t,75322.73,I
166,'591,Panama,882,'02211,Raw milk of cattle,71761,Emissions intensity,kg CO2eq/kg,2.0402,E
166,'591,Panama,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,366.149,E
166,'591,Panama,882,'02211,Raw milk of cattle,5510,Production,t,179469.28,I
166,'591,Panama,1017,'21116,"Meat of goat, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,2.1515,E
166,'591,Panama,1058,'21121,"Meat of chickens, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,0.4364,E
166,'591,Panama,1058,'21121,"Meat of chickens, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,97.5912,E
166,'591,Panama,1058,'21121,"Meat of chickens, fresh or chilled",5510,Production,t,223627.53,I
166,'591,Panama,1062,'0231,"Hen eggs in shell, fresh",71761,Emissions intensity,kg CO2eq/kg,0.3899,E
166,'591,Panama,1062,'0231,"Hen eggs in shell, fresh",723113,Emissions (CO2eq) (AR5),kt,16.3388,E
166,'591,Panama,1062,'0231,"Hen eggs in shell, fresh",5510,Production,t,41909.67,E
166,'591,Panama,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,2.7306,E
166,'591,Panama,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,90.4311,E
166,'591,Panama,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",5510,Production,t,33117.36,I
168,'598,Papua New Guinea,1718,'F1718,Cereals excluding rice,71761,Emissions intensity,kg CO2eq/kg,5.5006,E
168,'598,Papua New Guinea,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,96.1008,E
168,'598,Papua New Guinea,1718,'F1718,Cereals excluding rice,5510,Production,t,17470.86,E
168,'598,Papua New Guinea,27,'0113,Rice,71761,Emissions intensity,kg CO2eq/kg,20.7845,E
168,'598,Papua New Guinea,27,'0113,Rice,723113,Emissions (CO2eq) (AR5),kt,18.4272,E
168,'598,Papua New Guinea,27,'0113,Rice,5510,Production,t,886.58,I
168,'598,Papua New Guinea,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,70.0101,E
168,'598,Papua New Guinea,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,211.371,E
168,'598,Papua New Guinea,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5510,Production,t,3019.15,I
168,'598,Papua New Guinea,882,'02211,Raw milk of cattle,71761,Emissions intensity,kg CO2eq/kg,40.0993,E
168,'598,Papua New Guinea,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,6.545,E
168,'598,Papua New Guinea,882,'02211,Raw milk of cattle,5510,Production,t,163.22,I
168,'598,Papua New Guinea,1017,'21116,"Meat of goat, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,43.994,E
168,'598,Papua New Guinea,1017,'21116,"Meat of goat, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,0.4166,E
168,'598,Papua New Guinea,1017,'21116,"Meat of goat, fresh or chilled",5510,Production,t,9.47,I
168,'598,Papua New Guinea,1020,'02292,Raw milk of goats,71761,Emissions intensity,kg CO2eq/kg,8.0942,E
168,'598,Papua New Guinea,1020,'02292,Raw milk of goats,723113,Emissions (CO2eq) (AR5),kt,0.3229,E
168,'598,Papua New Guinea,1020,'02292,Raw milk of goats,5510,Production,t,39.89,I
168,'598,Papua New Guinea,977,'21115,"Meat of sheep, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,48.5469,E
168,'598,Papua New Guinea,977,'21115,"Meat of sheep, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,1.5535,E
168,'598,Papua New Guinea,977,'21115,"Meat of sheep, fresh or chilled",5510,Production,t,32,I
168,'598,Papua New Guinea,1058,'21121,"Meat of chickens, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,1.5359,E
168,'598,Papua New Guinea,1058,'21121,"Meat of chickens, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,10.3929,E
168,'598,Papua New Guinea,1058,'21121,"Meat of chickens, fresh or chilled",5510,Production,t,6766.87,I
168,'598,Papua New Guinea,1062,'0231,"Hen eggs in shell, fresh",71761,Emissions intensity,kg CO2eq/kg,1.5993,E
168,'598,Papua New Guinea,1062,'0231,"Hen eggs in shell, fresh",723113,Emissions (CO2eq) (AR5),kt,8.3483,E
168,'598,Papua New Guinea,1062,'0231,"Hen eggs in shell, fresh",5510,Production,t,5220.11,I
168,'598,Papua New Guinea,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,12.6563,E
168,'598,Papua New Guinea,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,1040.1315,E
168,'598,Papua New Guinea,1035,'21113.01,"Meat of pig with the bone, fresh or chilled",5510,Production,t,82183.07,I
169,'600,Paraguay,1718,'F1718,Cereals excluding rice,71761,Emissions intensity,kg CO2eq/kg,0.099,E
169,'600,Paraguay,1718,'F1718,Cereals excluding rice,723113,Emissions (CO2eq) (AR5),kt,697.484,E
169,'600,Paraguay,1718,'F1718,Cereals excluding rice,5510,Production,t,7045677.13,E
169,'600,Paraguay,27,'0113,Rice,71761,Emissions intensity,kg CO2eq/kg,0.8775,E
169,'600,Paraguay,27,'0113,Rice,723113,Emissions (CO2eq) (AR5),kt,755.9973,E
169,'600,Paraguay,27,'0113,Rice,5510,Production,t,861500,A
169,'600,Paraguay,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,51.6643,E
169,'600,Paraguay,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,26605.6145,E
169,'600,Paraguay,867,'21111.01,"Meat of cattle with the bone, fresh or chilled",5510,Production,t,514971,A
169,'600,Paraguay,882,'02211,Raw milk of cattle,71761,Emissions intensity,kg CO2eq/kg,0.9472,E
169,'600,Paraguay,882,'02211,Raw milk of cattle,723113,Emissions (CO2eq) (AR5),kt,529.2604,E
169,'600,Paraguay,882,'02211,Raw milk of cattle,5510,Production,t,558738,A
169,'600,Paraguay,1017,'21116,"Meat of goat, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,31.2224,E
169,'600,Paraguay,1017,'21116,"Meat of goat, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,25.7803,E
169,'600,Paraguay,1017,'21116,"Meat of goat, fresh or chilled",5510,Production,t,825.7,I
169,'600,Paraguay,977,'21115,"Meat of sheep, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,37.8718,E
169,'600,Paraguay,977,'21115,"Meat of sheep, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,68.2449,E
169,'600,Paraguay,977,'21115,"Meat of sheep, fresh or chilled",5510,Production,t,1802,I
169,'600,Paraguay,1058,'21121,"Meat of chickens, fresh or chilled",71761,Emissions intensity,kg CO2eq/kg,0.8203,E
169,'600,Paraguay,1058,'21121,"Meat of chickens, fresh or chilled",723113,Emissions (CO2eq) (AR5),kt,62.4563,E
169,'600,Paraguay,1058,'21121,"Meat of chickens, fresh or chilled",5510,Production,t,76142.61,I
